CODE_IRIS_2022,CODE_IRIS_2021,CODE_IRIS_2020,CODE_IRIS_2019,CODE_IRIS_2018,CODE_IRIS_2017,CODE_IRIS_2016,CODE_IRIS_2015,CODE_IRIS_2014,CODE_IRIS_2013,CODE_IRIS_2012,CODE_IRIS_2011,CODE_IRIS_2010,CODE_IRIS_2009,CODE_IRIS_2008,CODE_IRIS_1999
493010206,493010206,493010206,493010206,493010206,493010206,493010201,491790000,491790000,491790000,491790000,491790000,491790000,491790000,491790000,491790000
493010206,493010206,493010206,493010206,493010206,493010206,493010201,492060000,492060000,492060000,492060000,492060000,492060000,492060000,492060000,492060000
493010206,493010206,493010206,493010206,493010206,493010206,493010201,492580000,492580000,492580000,492580000,492580000,492580000,492580000,492580000,492580000
493010206,493010206,493010206,493010206,493010206,493010206,493010201,492630000,492630000,492630000,492630000,492630000,492630000,492630000,492630000,492630000
493010206,493010206,493010206,493010206,493010206,493010206,493010201,492640000,492640000,492640000,492640000,492640000,492640000,492640000,492640000,492640000
493010206,493010206,493010206,493010206,493010206,493010206,493010201,492730000,492730000,492730000,492730000,492730000,492730000,492730000,492730000,492730000
493010206,493010206,493010206,493010206,493010206,493010206,493010201,492850000,492850000,492850000,492850000,492850000,492850000,492850000,492850000,492850000
493010206,493010206,493010206,493010206,493010206,493010206,493010201,493490000,493490000,493490000,493490000,493490000,493490000,493490000,493490000,493490000
493010206,493010206,493010206,493010206,493010206,493010206,493010201,493500000,493500000,493500000,493500000,493500000,493500000,493500000,493500000,493500000
493010207,493010207,493010207,493010207,493010207,493010207,493010201,491790000,491790000,491790000,491790000,491790000,491790000,491790000,491790000,491790000
493010207,493010207,493010207,493010207,493010207,493010207,493010201,492060000,492060000,492060000,492060000,492060000,492060000,492060000,492060000,492060000
493010207,493010207,493010207,493010207,493010207,493010207,493010201,492580000,492580000,492580000,492580000,492580000,492580000,492580000,492580000,492580000
493010207,493010207,493010207,493010207,493010207,493010207,493010201,492630000,492630000,492630000,492630000,492630000,492630000,492630000,492630000,492630000
493010207,493010207,493010207,493010207,493010207,493010207,493010201,492640000,492640000,492640000,492640000,492640000,492640000,492640000,492640000,492640000
493010207,493010207,493010207,493010207,493010207,493010207,493010201,492730000,492730000,492730000,492730000,492730000,492730000,492730000,492730000,492730000
493010207,493010207,493010207,493010207,493010207,493010207,493010201,492850000,492850000,492850000,492850000,492850000,492850000,492850000,492850000,492850000
493010207,493010207,493010207,493010207,493010207,493010207,493010201,493490000,493490000,493490000,493490000,493490000,493490000,493490000,493490000,493490000
493010207,493010207,493010207,493010207,493010207,493010207,493010201,493500000,493500000,493500000,493500000,493500000,493500000,493500000,493500000,493500000
493070101,493070101,493070101,493070101,493070101,493070101,493070000,490040000,490040000,490040000,490040000,490040000,490040000,490040000,490040000,490040000
493070101,493070101,493070101,493070101,493070101,493070101,493070000,490190000,490190000,490190000,490190000,490190000,490190000,490190000,490190000,490190000
493070101,493070101,493070101,493070101,493070101,493070101,493070000,490320000,490320000,490320000,490320000,490320000,490320000,490320000,490320000,490320000
493070101,493070101,493070101,493070101,493070101,493070101,493070000,490420000,490420000,490420000,490420000,490420000,490420000,490420000,490420000,490420000
493070101,493070101,493070101,493070101,493070101,493070101,493070000,491060000,491060000,491060000,491060000,491060000,491060000,491060000,491060000,491060000
493070101,493070101,493070101,493070101,493070101,493070101,493070000,491170000,491170000,491170000,491170000,491170000,491170000,491170000,491170000,491170000
493070102,493070102,493070102,493070102,493070102,493070102,490320000,490320000,490320000,490320000,490320000,490320000,490320000,490320000,490320000,490320000
493070102,493070102,493070102,493070102,493070102,493070102,491170000,491170000,491170000,491170000,491170000,491170000,491170000,491170000,491170000,491170000
493070103,493070103,493070103,493070103,493070103,493070103,490420000,490420000,490420000,490420000,490420000,490420000,490420000,490420000,490420000,490420000
493070104,493070104,493070104,493070104,493070104,493070104,490040000,490040000,490040000,490040000,490040000,490040000,490040000,490040000,490040000,490040000
493070105,493070105,493070105,493070105,493070105,493070105,491060000,491060000,491060000,491060000,491060000,491060000,491060000,491060000,491060000,491060000
493070106,493070106,493070106,493070106,493070106,493070106,490190000,490190000,490190000,490190000,490190000,490190000,490190000,490190000,490190000,490190000
493230000,493230000,493230000,493230000,493230000,493230000,493230000,492380000,492380000,492380000,492380000,492380000,492380000,492380000,492380000,492380000
493280114,493280114,493280114,493280114,493280114,493280114,493280114,493280114,493280114,493280114,493280114,493280114,493280114,493280114,493280114,491230000
493280114,493280114,493280114,493280114,493280114,493280114,493280114,493280114,493280114,493280114,493280114,493280114,493280114,493280114,493280114,493280106
493310104,493310104,493310104,493310104,493310104,493310104,493310104,493310104,493310104,493310104,493310104,493310104,493310101,493310101,493310101,493310101
493310105,493310105,493310105,493310105,493310105,493310105,493310105,493310105,493310105,493310105,493310105,493310103,493310103,493310103,493310103,493310103
493310201,493310201,493310201,493310201,493310201,493310201,490770000,490770000,490770000,490770000,490770000,490770000,490770000,490770000,490770000,490770000
493310201,493310201,493310201,493310201,493310201,493310201,491870000,491870000,491870000,491870000,491870000,491870000,491870000,491870000,491870000,491870000
493310201,493310201,493310201,493310201,493310201,493310201,492770000,492770000,492770000,492770000,492770000,492770000,492770000,492770000,492770000,492770000
493310202,493310202,493310202,493310202,493310202,493310202,490370000,490370000,490370000,490370000,490370000,490370000,490370000,490370000,490370000,490370000
493310202,493310202,493310202,493310202,493310202,493310202,492290000,492290000,492290000,492290000,492290000,492290000,492290000,492290000,492290000,492290000
493310203,493310203,493310203,493310203,493310203,493310203,490810000,490810000,490810000,490810000,490810000,490810000,490810000,490810000,490810000,490810000
493310203,493310203,493310203,493310203,493310203,493310203,491580000,491580000,491580000,491580000,491580000,491580000,491580000,491580000,491580000,491580000
493310203,493310203,493310203,493310203,493310203,493310203,492330000,492330000,492330000,492330000,492330000,492330000,492330000,492330000,492330000,492330000
493310204,493310204,493310204,493310204,493310204,493310204,490140000,490140000,490140000,490140000,490140000,490140000,490140000,490140000,490140000,490140000
493310204,493310204,493310204,493310204,493310204,493310204,491360000,491360000,491360000,491360000,491360000,491360000,491360000,491360000,491360000,491360000
493310204,493310204,493310204,493310204,493310204,493310204,491840000,491840000,491840000,491840000,491840000,491840000,491840000,491840000,491840000,491840000
493310204,493310204,493310204,493310204,493310204,493310204,492080000,492080000,492080000,492080000,492080000,492080000,492080000,492080000,492080000,492080000
493310204,493310204,493310204,493310204,493310204,493310204,493050000,493050000,493050000,493050000,493050000,493050000,493050000,493050000,493050000,493050000
493310204,493310204,493310204,493310204,493310204,493310204,493190000,493190000,493190000,493190000,493190000,493190000,493190000,493190000,493190000,493190000
493450000,493450000,493450000,493450000,493450000,493450000,493450000,490660000,490660000,490660000,490660000,490660000,490660000,490660000,490660000,490660000
493450000,493450000,493450000,493450000,493450000,493450000,493450000,491330000,491330000,491330000,491330000,491330000,491330000,491330000,491330000,491330000
493450000,493450000,493450000,493450000,493450000,493450000,493450000,491340000,491340000,491340000,491340000,491340000,491340000,491340000,491340000,491340000
493450000,493450000,493450000,493450000,493450000,493450000,493450000,492560000,492560000,492560000,492560000,492560000,492560000,492560000,492560000,492560000
493530110,493530110,493530110,493530110,493530110,493530110,493530110,493530110,493530110,493530110,493530110,493530110,493530110,493530110,493530110,492460104
493530110,493530110,493530110,493530110,493530110,493530110,493530110,493530110,493530110,493530110,493530110,493530110,493530110,493530110,493530110,493530103
493530111,493530111,493530111,493530111,493530104,493530104,493530104,493530104,493530104,493530104,493530104,493530104,493530104,493530104,493530104,493530104
493530111,493530111,493530111,493530111,493530105,493530105,493530105,493530105,493530105,493530105,493530105,493530105,493530105,493530105,493530105,493530105
493530111,493530111,493530111,493530111,493530106,493530106,493530106,493530106,493530106,493530106,493530106,493530106,493530106,493530106,493530106,493530106
493530112,493530112,493530112,493530112,493530104,493530104,493530104,493530104,493530104,493530104,493530104,493530104,493530104,493530104,493530104,493530104
493530112,493530112,493530112,493530112,493530105,493530105,493530105,493530105,493530105,493530105,493530105,493530105,493530105,493530105,493530105,493530105
493530112,493530112,493530112,493530112,493530106,493530106,493530106,493530106,493530106,493530106,493530106,493530106,493530106,493530106,493530106,493530106
493530113,493530113,493530113,493530113,493530104,493530104,493530104,493530104,493530104,493530104,493530104,493530104,493530104,493530104,493530104,493530104
493530113,493530113,493530113,493530113,493530105,493530105,493530105,493530105,493530105,493530105,493530105,493530105,493530105,493530105,493530105,493530105
493530113,493530113,493530113,493530113,493530106,493530106,493530106,493530106,493530106,493530106,493530106,493530106,493530106,493530106,493530106,493530106
493670000,493670000,493670000,493670000,493670000,493670000,493670000,490430000,490430000,490430000,490430000,490430000,490430000,490430000,490430000,490430000
493670000,493670000,493670000,493670000,493670000,493670000,493670000,491480000,491480000,491480000,491480000,491480000,491480000,491480000,491480000,491480000
493670000,493670000,493670000,493670000,493670000,493670000,493670000,492490000,492490000,492490000,492490000,492490000,492490000,492490000,492490000,492490000
493730201,493730201,493730201,493730201,493730201,493730201,493730201,490590000,490590000,490590000,490590000,490590000,490590000,490590000,490590000,490590000
493730201,493730201,493730201,493730201,493730201,493730201,493730201,491420000,491420000,491420000,491420000,491420000,491420000,491420000,491420000,491420000
493730201,493730201,493730201,493730201,493730201,493730201,493730201,492320000,492320000,492320000,492320000,492320000,492320000,492320000,492320000,492320000
493730201,493730201,493730201,493730201,493730201,493730201,493730201,493420000,493420000,493420000,493420000,493420000,493420000,493420000,493420000,493420000
493730201,493730201,493730201,493730201,493730201,493730201,493730201,493480000,493480000,493480000,493480000,493480000,493480000,493480000,493480000,493480000
493730201,493730201,493730201,493730201,493730201,493730201,493730201,493560000,493560000,493560000,493560000,493560000,493560000,493560000,493560000,493560000
493770000,493770000,493770000,493770000,493370000,493370000,493370000,493370000,493370000,493370000,493370000,493370000,493370000,493370000,493370000,493370000
500250201,500250201,500250201,500250201,505160000,505160000,505160000,505160000,505160000,505160000,505160000,505160000,505160000,505160000,505160000,505160000
500410101,500410101,500410101,500410101,500410101,500410101,506110000,506110000,506110000,506110000,506110000,506110000,506110000,506110000,506110000,506110000
500410102,500410102,500410102,500410102,500410102,500410102,500730000,500730000,500730000,500730000,500730000,500730000,500730000,500730000,500730000,500730000
500410102,500410102,500410102,500410102,500410102,500410102,501710000,501710000,501710000,501710000,501710000,501710000,501710000,501710000,501710000,501710000
500410102,500410102,500410102,500410102,500410102,500410102,502200000,502200000,502200000,502200000,502200000,502200000,502200000,502200000,502200000,502200000
500410102,500410102,500410102,500410102,500410102,500410102,504600000,504600000,504600000,504600000,504600000,504600000,504600000,504600000,504600000,504600000
500410103,500410103,500410103,500410103,500410103,500410103,500200000,500200000,500200000,500200000,500200000,500200000,500200000,500200000,500200000,500200000
500410103,500410103,500410103,500410103,500410103,500410103,501630000,501630000,501630000,501630000,501630000,501630000,501630000,501630000,501630000,501630000
500410103,500410103,500410103,500410103,500410103,500410103,502420000,502420000,502420000,502420000,502420000,502420000,502420000,502420000,502420000,502420000
500410103,500410103,500410103,500410103,500410103,500410103,502570000,502570000,502570000,502570000,502570000,502570000,502570000,502570000,502570000,502570000
500410103,500410103,500410103,500410103,500410103,500410103,503850000,503850000,503850000,503850000,503850000,503850000,503850000,503850000,503850000,503850000
500410103,500410103,500410103,500410103,500410103,500410103,503860000,503860000,503860000,503860000,503860000,503860000,503860000,503860000,503860000,503860000
500410103,500410103,500410103,500410103,500410103,500410103,504770000,504770000,504770000,504770000,504770000,504770000,504770000,504770000,504770000,504770000
500410104,500410104,500410104,500410104,500410104,500410104,500410000,500410000,500410000,500410000,500410000,500410000,500410000,500410000,500410000,500410000
500410104,500410104,500410104,500410104,500410104,500410104,506230000,506230000,506230000,506230000,506230000,506230000,506230000,506230000,506230000,506230000
500410105,500410105,500410105,500410105,500410105,500410105,500570000,500570000,500570000,500570000,500570000,500570000,500570000,500570000,500570000,500570000
500410105,500410105,500410105,500410105,500410105,500410105,506200000,506200000,506200000,506200000,506200000,506200000,506200000,506200000,506200000,506200000
500410106,500410106,500410106,500410106,500410106,500410106,500010000,500010000,500010000,500010000,500010000,500010000,500010000,500010000,500010000,500010000
500410106,500410106,500410106,500410106,500410106,500410106,501870000,501870000,501870000,501870000,501870000,501870000,501870000,501870000,501870000,501870000
500410106,500410106,500410106,500410106,500410106,500410106,506000000,506000000,506000000,506000000,506000000,506000000,506000000,506000000,506000000,506000000
500820000,500820000,500820000,500820000,500820000,500820000,500820000,503960000,503960000,503960000,503960000,503960000,503960000,503960000,503960000,503960000
500820000,500820000,500820000,500820000,500820000,500820000,500820000,504180000,504180000,504180000,504180000,504180000,504180000,504180000,504180000,504180000
500820000,500820000,500820000,500820000,500820000,500820000,500820000,505200000,505200000,505200000,505200000,505200000,505200000,505200000,505200000,505200000
500820000,500820000,500820000,500820000,500820000,500820000,500820000,506140000,506140000,506140000,506140000,506140000,506140000,506140000,506140000,506140000
500820000,500820000,500820000,500820000,500820000,500820000,500820000,506460000,506460000,506460000,506460000,506460000,506460000,506460000,506460000,506460000
500900000,500900000,500900000,500900000,500900000,500900000,500900000,505570000,505570000,505570000,505570000,505570000,505570000,505570000,505570000,505570000
500950000,500950000,500950000,500950000,500950000,500950000,504650000,504650000,504650000,504650000,504650000,504650000,504650000,504650000,504650000,504650000
500990201,500990201,500990201,500990201,500990201,500990201,500990201,500100000,500100000,500100000,500100000,500100000,500100000,500100000,500100000,500100000
500990201,500990201,500990201,500990201,500990201,500990201,500990201,502490000,502490000,502490000,502490000,502490000,502490000,502490000,502490000,502490000
500990201,500990201,500990201,500990201,500990201,500990201,500990201,504580000,504580000,504580000,504580000,504580000,504580000,504580000,504580000,504580000
500990202,500990202,500990202,500990202,500890000,500890000,500890000,500890000,500890000,500890000,500890000,500890000,500890000,500890000,500890000,500890000
500990202,500990202,500990202,500990202,500990201,500990201,500990201,500990201,500990201,500990201,500990201,500990201,500990201,500990201,500990201,500990201
500990202,500990202,500990202,500990202,500990301,500990301,500990301,500990301,500990301,500990301,500990301,500990301,500990301,500990301,500990301,500990301
500990202,500990202,500990202,500990202,506360000,506360000,506360000,506360000,506360000,506360000,506360000,506360000,506360000,506360000,506360000,506360000
500990301,500990301,500990301,500990301,500990301,500990301,500800000,500800000,500800000,500800000,500800000,500800000,500800000,500800000,500800000,500800000
500990301,500990301,500990301,500990301,500990301,500990301,505340000,505340000,505340000,505340000,505340000,505340000,505340000,505340000,505340000,505340000
500990301,500990301,500990301,500990301,500990301,500990301,506310000,506310000,506310000,506310000,506310000,506310000,506310000,506310000,506310000,506310000
500990401,500990401,500990401,500990401,501070000,501070000,501070000,501070000,501070000,501070000,501070000,501070000,501070000,501070000,501070000,501070000
500990401,500990401,500990401,500990401,503480000,503480000,503480000,503480000,503480000,503480000,503480000,503480000,503480000,503480000,503480000,503480000
500990401,500990401,500990401,500990401,504850000,504850000,504850000,504850000,504850000,504850000,504850000,504850000,504850000,504850000,504850000,504850000
501020000,501020000,501020000,501020000,501020000,501020000,501020000,501020000,501020000,501020000,501020000,501020000,501020000,501020000,501020000,500660000
501150000,501150000,501150000,501150000,501150000,501150000,501150000,501140000,501140000,501140000,501140000,501140000,501140000,501140000,501140000,501140000
501290501,501290501,501290501,501290501,501290501,501290501,501290501,501290501,501290501,501290501,501290501,501290501,501290501,501290501,501290501,503830101
501290502,501290502,501290502,501290502,501290502,501290502,501290502,501290502,501290502,501290502,501290502,501290502,501290502,501290502,501290502,503830102
501290503,501290503,501290503,501290503,501290503,501290503,501290503,501290503,501290503,501290503,501290503,501290503,501290503,501290503,501290503,503830103
501290504,501290504,501290504,501290504,501290504,501290504,501290504,501290504,501290504,501290504,501290504,501290504,501290504,501290504,501290504,503830104
501290601,501290601,501290601,501290601,501290601,501290601,501290601,501290601,501290601,501290601,501290601,501290601,501290601,501290601,501290601,503830201
501290602,501290602,501290602,501290602,501290602,501290602,501290602,501290602,501290602,501290602,501290602,501290602,501290602,501290602,501290602,503830202
501290603,501290603,501290603,501290603,501290603,501290603,501290603,501290603,501290603,501290603,501290603,501290603,501290603,501290603,501290603,503830203
501290604,501290604,501290604,501290604,501290604,501290604,501290604,501290604,501290604,501290604,501290604,501290604,501290604,501290604,501290604,503830204
501290605,501290605,501290605,501290605,501290605,501290605,501290605,501290605,501290605,501290605,501290605,501290605,501290605,501290605,501290605,503830205
501290701,501290701,501290701,501290701,501290701,501290701,501290701,501730501,501730501,501730501,501730501,501730501,501730501,501730501,501730501,501730501
501290702,501290702,501290702,501290702,501290702,501290702,501290702,501730502,501730502,501730502,501730502,501730502,501730502,501730502,501730502,501730502
501290801,501290801,501290801,501290801,501290801,501290801,501290801,501730601,501730601,501730601,501730601,501730601,501730601,501730601,501730601,501730601
501290802,501290802,501290802,501290802,501290802,501290802,501290802,501730602,501730602,501730602,501730602,501730602,501730602,501730602,501730602,501730602
501290901,501290901,501290901,501290901,501290901,501290901,501290901,501730701,501730701,501730701,501730701,501730701,501730701,501730701,501730701,501730701
501290902,501290902,501290902,501290902,501290902,501290902,501290902,501730702,501730702,501730702,501730702,501730702,501730702,501730702,501730702,501730702
501290903,501290903,501290903,501290903,501290903,501290903,501290903,501730703,501730703,501730703,501730703,501730703,501730703,501730703,501730703,501730703
501291001,501291001,501291001,501291001,501291001,501291001,501291001,501730801,501730801,501730801,501730801,501730801,501730801,501730801,501730801,501730801
501291101,501291101,501291101,501291101,501291101,501291101,501291101,502030101,502030101,502030101,502030101,502030101,502030101,502030101,502030101,502030101
501291102,501291102,501291102,501291102,501291102,501291102,501291102,502030102,502030102,502030102,502030102,502030102,502030102,502030102,502030102,502030102
501291103,501291103,501291103,501291103,501291103,501291103,501291103,502030103,502030103,502030103,502030103,502030103,502030103,502030103,502030103,502030103
501291201,501291201,501291201,501291201,501291201,501291201,501291201,504160101,504160101,504160101,504160101,504160101,504160101,504160101,504160101,504160101
501291202,501291202,501291202,501291202,501291202,501291202,501291202,504160102,504160102,504160102,504160102,504160102,504160102,504160102,504160102,504160102
501291203,501291203,501291203,501291203,501291203,501291203,501291203,504160103,504160103,504160103,504160103,504160103,504160103,504160103,504160103,504160103
501291301,501291301,501291301,501291301,501291301,501291301,501291301,506020101,506020101,506020101,506020101,506020101,506020101,506020101,506020101,506020101
501291302,501291302,501291302,501291302,501291302,501291302,501291302,506020102,506020102,506020102,506020102,506020102,506020102,506020102,506020102,506020102
501291303,501291303,501291303,501291303,501291303,501291303,501291303,506020103,506020103,506020103,506020103,506020103,506020103,506020103,506020103,506020103
501291401,501291401,501291401,501291401,501291401,501291401,501291401,506020201,506020201,506020201,506020201,506020201,506020201,506020201,506020201,506020201
501291402,501291402,501291402,501291402,501291402,501291402,501291402,506020202,506020202,506020202,506020202,506020202,506020202,506020202,506020202,506020202
501291403,501291403,501291403,501291403,501291403,501291403,501291403,506020203,506020203,506020203,506020203,506020203,506020203,506020203,506020203,506020203
501291501,501291501,501291501,501291501,501291501,501291501,501291501,506020301,506020301,506020301,506020301,506020301,506020301,506020301,506020301,506020301
501291502,501291502,501291502,501291502,501291502,501291502,501291502,506020302,506020302,506020302,506020302,506020302,506020302,506020302,506020302,506020302
501390000,501390000,501390000,501390000,501390000,501390000,501390000,503190000,503190000,503190000,503190000,503190000,503190000,503190000,503190000,503190000
501390000,501390000,501390000,501390000,501390000,501390000,506080000,506080000,506080000,506080000,506080000,506080000,506080000,506080000,506080000,506080000
501420000,501420000,501420000,501420000,501420000,501420000,501420000,502110000,502110000,502110000,502110000,502110000,502110000,502110000,502110000,502110000
501420000,501420000,501420000,501420000,501420000,501420000,501420000,503750000,503750000,503750000,503750000,503750000,503750000,503750000,503750000,503750000
501420000,501420000,501420000,501420000,501420000,501420000,501420000,504320000,504320000,504320000,504320000,504320000,504320000,504320000,504320000,504320000
501680000,501680000,501680000,501680000,501680000,501680000,501680000,501320000,501320000,501320000,501320000,501320000,501320000,501320000,501320000,501320000
501970000,501970000,501970000,501970000,503010000,503010000,503010000,503010000,503010000,503010000,503010000,503010000,503010000,503010000,503010000,503010000
501970000,501970000,501970000,501970000,503200000,503200000,503200000,503200000,503200000,503200000,503200000,503200000,503200000,503200000,503200000,503200000
501970000,501970000,501970000,501970000,505830000,505830000,505830000,505830000,505830000,505830000,505830000,505830000,505830000,505830000,505830000,505830000
502090000,502090000,502090000,502090000,502090000,502090000,502090000,505950000,505950000,505950000,505950000,505950000,505950000,505950000,505950000,505950000
502150000,502150000,502150000,502150000,500140000,500140000,500140000,500140000,500140000,500140000,500140000,500140000,500140000,500140000,500140000,500140000
502150000,502150000,502150000,502150000,502150000,502150000,502150000,500610000,500610000,500610000,500610000,500610000,500610000,500610000,500610000,500610000
502150000,502150000,502150000,502150000,503540000,503540000,503540000,503540000,503540000,503540000,503540000,503540000,503540000,503540000,503540000,503540000
502150000,502150000,502150000,502150000,505730000,505730000,505730000,505730000,505730000,505730000,505730000,505730000,505730000,505730000,505730000,505730000
502160000,502160000,502160000,502160000,502160000,502160000,502160000,502160000,502160000,502160000,502160000,502160000,502160000,502160000,502160000,503030000
502360000,502360000,502360000,502360000,502360000,502360000,502360000,500350000,500350000,500350000,500350000,500350000,500350000,500350000,500350000,500350000
502360000,502360000,502360000,502360000,502360000,502360000,502360000,500630000,500630000,500630000,500630000,500630000,500630000,500630000,500630000,500630000
502360000,502360000,502360000,502360000,502360000,502360000,502360000,502040000,502040000,502040000,502040000,502040000,502040000,502040000,502040000,502040000
502360000,502360000,502360000,502360000,502360000,502360000,502360000,503300000,503300000,503300000,503300000,503300000,503300000,503300000,503300000,503300000
502360000,502360000,502360000,502360000,502360000,502360000,502360000,503430000,503430000,503430000,503430000,503430000,503430000,503430000,503430000,503430000
502360000,502360000,502360000,502360000,502360000,502360000,502360000,505440000,505440000,505440000,505440000,505440000,505440000,505440000,505440000,505440000
502360000,502360000,502360000,502360000,502360000,502360000,502360000,505580000,505580000,505580000,505580000,505580000,505580000,505580000,505580000,505580000
502360000,502360000,502360000,502360000,502360000,502360000,502360000,505860000,505860000,505860000,505860000,505860000,505860000,505860000,505860000,505860000
502390000,502390000,502390000,502390000,502390000,502390000,502390000,501230000,501230000,501230000,501230000,501230000,501230000,501230000,501230000,501230000
502600000,502600000,502600000,502600000,502600000,502600000,500370000,500370000,500370000,500370000,500370000,500370000,500370000,500370000,500370000,500370000
502600000,502600000,502600000,502600000,502600000,502600000,500430000,500430000,500430000,500430000,500430000,500430000,500430000,500430000,500430000,500430000
502600000,502600000,502600000,502600000,502600000,502600000,501250000,501250000,501250000,501250000,501250000,501250000,501250000,501250000,501250000,501250000
502600000,502600000,502600000,502600000,502600000,502600000,501310000,501310000,501310000,501310000,501310000,501310000,501310000,501310000,501310000,501310000
502600000,502600000,502600000,502600000,502600000,502600000,503180000,503180000,503180000,503180000,503180000,503180000,503180000,503180000,503180000,503180000
502600000,502600000,502600000,502600000,502600000,502600000,503230000,503230000,503230000,503230000,503230000,503230000,503230000,503230000,503230000,503230000
502670000,502670000,502670000,502670000,502670000,502670000,502670000,500120000,500120000,500120000,500120000,500120000,500120000,500120000,500120000,500120000
502730000,502730000,502730000,502730000,502730000,502730000,502730000,501360000,501360000,501360000,501360000,501360000,501360000,501360000,501360000,501360000
502730000,502730000,502730000,502730000,502730000,502730000,502730000,504150000,504150000,504150000,504150000,504150000,504150000,504150000,504150000,504150000
502730000,502730000,502730000,502730000,502730000,502730000,502730000,504970000,504970000,504970000,504970000,504970000,504970000,504970000,504970000,504970000
502920000,502920000,502920000,502920000,502920000,502920000,502920000,502800000,502800000,502800000,502800000,502800000,502800000,502800000,502800000,502800000
503590000,503590000,503590000,503590000,503590000,503590000,503590000,500560000,500560000,500560000,500560000,500560000,500560000,500560000,500560000,500560000
503590000,503590000,503590000,503590000,503590000,503590000,503590000,503810000,503810000,503810000,503810000,503810000,503810000,503810000,503810000,503810000
503590000,503590000,503590000,503590000,503590000,503590000,503590000,504940000,504940000,504940000,504940000,504940000,504940000,504940000,504940000,504940000
503590000,503590000,503590000,503590000,503590000,503590000,503590000,506380000,506380000,506380000,506380000,506380000,506380000,506380000,506380000,506380000
503630000,503630000,503630000,503630000,503630000,503630000,503630000,501340000,501340000,501340000,501340000,501340000,501340000,501340000,501340000,501340000
503630000,503630000,503630000,503630000,503630000,503630000,503630000,503160000,503160000,503160000,503160000,503160000,503160000,503160000,503160000,503160000
503880000,503880000,503880000,503880000,503880000,503880000,503880000,503390000,503390000,503390000,503390000,503390000,503390000,503390000,503390000,503390000
503910000,503910000,503910000,503910000,503910000,503910000,503910000,501330000,501330000,501330000,501330000,501330000,501330000,501330000,501330000,501330000
503910000,503910000,503910000,503910000,503910000,503910000,503910000,502930000,502930000,502930000,502930000,502930000,502930000,502930000,502930000,502930000
503910000,503910000,503910000,503910000,503910000,503910000,503910000,503290000,503290000,503290000,503290000,503290000,503290000,503290000,503290000,503290000
503930000,503930000,503930000,503930000,503930000,503930000,503930000,501280000,501280000,501280000,501280000,501280000,501280000,501280000,501280000,501280000
504000000,504000000,504000000,504000000,504000000,504000000,503330000,503330000,503330000,503330000,503330000,503330000,503330000,503330000,503330000,503330000
504000000,504000000,504000000,504000000,504000000,504000000,504000000,500050000,500050000,500050000,500050000,500050000,500050000,500050000,500050000,500050000
504000000,504000000,504000000,504000000,504000000,504000000,504000000,501530000,501530000,501530000,501530000,501530000,501530000,501530000,501530000,501530000
504000000,504000000,504000000,504000000,504000000,504000000,504000000,502120000,502120000,502120000,502120000,502120000,502120000,502120000,502120000,502120000
504000000,504000000,504000000,504000000,504000000,504000000,504000000,502500000,502500000,502500000,502500000,502500000,502500000,502500000,502500000,502500000
504000000,504000000,504000000,504000000,504000000,504000000,504000000,506420000,506420000,506420000,506420000,506420000,506420000,506420000,506420000,506420000
504090000,504090000,504090000,504090000,504090000,502480000,502480000,502480000,502480000,502480000,502480000,502480000,502480000,502480000,502480000,502480000
504100000,504100000,504100000,504100000,504100000,504100000,504100000,502840000,502840000,502840000,502840000,502840000,502840000,502840000,502840000,502840000
504100000,504100000,504100000,504100000,504100000,504100000,504100000,506300000,506300000,506300000,506300000,506300000,506300000,506300000,506300000,506300000
504120000,504120000,504120000,504120000,501600000,501600000,501600000,501600000,501600000,501600000,501600000,501600000,501600000,501600000,501600000,501600000
504120000,504120000,504120000,504120000,505030000,505030000,505030000,505030000,505030000,505030000,505030000,505030000,505030000,505030000,505030000,505030000
504170000,504170000,504170000,504170000,503580000,503580000,503580000,503580000,503580000,503580000,503580000,503580000,503580000,503580000,503580000,503580000
504190000,504190000,504190000,504190000,501400000,501400000,501400000,501400000,501400000,501400000,501400000,501400000,501400000,501400000,501400000,501400000
504190000,504190000,504190000,504190000,502230000,502230000,502230000,502230000,502230000,502230000,502230000,502230000,502230000,502230000,502230000,502230000
504190000,504190000,504190000,504190000,502440000,502440000,502440000,502440000,502440000,502440000,502440000,502440000,502440000,502440000,502440000,502440000
504190000,504190000,504190000,504190000,504190000,504190000,504190000,502550000,502550000,502550000,502550000,502550000,502550000,502550000,502550000,502550000
504190000,504190000,504190000,504190000,506050000,506050000,506050000,506050000,506050000,506050000,506050000,506050000,506050000,506050000,506050000,506050000
504310000,504310000,504310000,504310000,504310000,504310000,501190000,501190000,501190000,501190000,501190000,501190000,501190000,501190000,501190000,501190000
504310000,504310000,504310000,504310000,504310000,504310000,503250000,503250000,503250000,503250000,503250000,503250000,503250000,503250000,503250000,503250000
504360000,504360000,504360000,504360000,504360000,504360000,504360000,501890000,501890000,501890000,501890000,501890000,501890000,501890000,501890000,501890000
504440000,504440000,504440000,504440000,504440000,504440000,504040000,504040000,504040000,504040000,504040000,504040000,504040000,504040000,504040000,504040000
504840000,504840000,504840000,504840000,504840000,504840000,504840000,505150000,505150000,505150000,505150000,505150000,505150000,505150000,505150000,505150000
