CODE_IRIS_2022,CODE_IRIS_2021,CODE_IRIS_2020,CODE_IRIS_2019,CODE_IRIS_2018,CODE_IRIS_2017,CODE_IRIS_2016,CODE_IRIS_2015,CODE_IRIS_2014,CODE_IRIS_2013,CODE_IRIS_2012,CODE_IRIS_2011,CODE_IRIS_2010,CODE_IRIS_2009,CODE_IRIS_2008,CODE_IRIS_1999
362290000,362290000,362290000,362290000,362290000,362290000,362290000,361510000,361510000,361510000,361510000,361510000,361510000,361510000,361510000,361510000
362290000,362290000,362290000,362290000,362290000,362290000,362290000,361830000,361830000,361830000,361830000,361830000,361830000,361830000,361830000,361830000
362440000,362440000,362440000,362440000,360720000,360720000,360720000,360720000,360720000,360720000,360720000,360720000,360720000,360720000,360720000,360720000
370210000,370210000,370210000,370210000,370210000,370210000,371350000,371350000,371350000,371350000,371350000,371350000,371350000,371350000,371350000,371350000
371230000,371230000,371230000,371230000,371230000,371230000,371020000,371020000,371020000,371020000,371020000,371020000,371020000,371020000,371020000,371020000
372320000,372320000,372320000,372320000,372320000,372320000,371200000,371200000,371200000,371200000,371200000,371200000,371200000,371200000,371200000,371200000
372320000,372320000,372320000,372320000,372320000,372320000,372270000,372270000,372270000,372270000,372270000,372270000,372270000,372270000,372270000,372270000
372540000,372540000,372540000,372540000,372540000,372090000,372090000,372090000,372090000,372090000,372090000,372090000,372090000,372090000,372090000,372090000
372611503,372611503,372611503,372611503,372611503,372611503,372611503,372611503,372611503,372611503,372611503,372611503,372611501,372611501,372611501,372611501
372611504,372611504,372611504,372611504,372611504,372611504,372611504,372611504,372611504,372611504,372611504,372611504,372611502,372611502,372611502,372611502
380010000,380010000,380010000,380010000,380010000,380010000,380010000,380280000,380280000,380280000,380280000,380280000,380280000,380280000,380280000,380280000
380010000,380010000,380010000,380010000,380010000,380010000,380010000,381650000,381650000,381650000,381650000,381650000,381650000,381650000,381650000,381650000
380220000,380220000,380220000,380220000,380220000,380220000,380220000,385410000,385410000,385410000,385410000,385410000,385410000,385410000,385410000,385410000
380730000,380730000,380730000,380730000,383020000,383020000,383020000,383020000,383020000,383020000,383020000,383020000,383020000,383020000,383020000,383020000
381520000,381520000,381520000,381520000,381520000,381520000,381520000,381520000,380240000,380240000,380240000,380240000,380240000,380240000,380240000,380240000
381630000,381630000,381630000,381630000,383060000,383060000,383060000,383060000,383060000,383060000,383060000,383060000,383060000,383060000,383060000,383060000
381930106,381930106,381930106,381930106,381930106,381930106,381930106,381930106,381930106,381930106,381930106,381930106,381930106,381930106,381930106,381930103
381930107,381930107,381930107,381930107,381930107,381930107,381930107,381930107,381930107,381930107,381930107,381930107,381930107,381930107,381930107,381930103
382250000,382250000,382250000,382250000,382250000,382250000,382250000,380210000,380210000,380210000,380210000,380210000,380210000,380210000,380210000,380210000
382530000,382530000,382530000,382530000,382530000,382530000,385340000,385340000,385340000,385340000,385340000,385340000,385340000,385340000,385340000,385340000
382840000,382840000,382840000,382840000,380250000,380250000,380250000,380250000,380250000,380250000,380250000,380250000,380250000,380250000,380250000,380250000
382920000,382920000,382920000,382920000,382920000,382920000,383050000,383050000,383050000,383050000,383050000,383050000,383050000,383050000,383050000,383050000
382970000,382970000,382970000,382970000,382970000,382970000,380140000,380140000,380140000,380140000,380140000,380140000,380140000,380140000,380140000,380140000
383590000,383590000,383590000,383590000,383590000,383590000,383590000,381450000,381450000,381450000,381450000,381450000,381450000,381450000,381450000,381450000
383950000,383950000,383950000,383950000,383670000,383670000,383670000,383670000,383670000,383670000,383670000,383670000,383670000,383670000,383670000,383670000
383950000,383950000,383950000,383950000,384350000,384350000,384350000,384350000,384350000,384350000,384350000,384350000,384350000,384350000,384350000,384350000
384070000,384070000,384070000,384070000,384070000,384070000,383120000,383120000,383120000,383120000,383120000,383120000,383120000,383120000,383120000,383120000
384390000,384390000,384390000,384390000,384390000,384390000,384390000,382620000,382620000,382620000,382620000,382620000,382620000,382620000,382620000,382620000
384560000,384560000,384560000,384560000,384560000,384560000,381250000,381250000,381250000,381250000,381250000,381250000,381250000,381250000,381250000,381250000
384790000,384790000,384790000,384790000,380160000,380160000,380160000,380160000,380160000,380160000,380160000,380160000,380160000,380160000,380160000,380160000
384790000,384790000,384790000,384790000,381210000,381210000,381210000,381210000,381210000,381210000,381210000,381210000,381210000,381210000,381210000,381210000
384790000,384790000,384790000,384790000,382740000,382740000,382740000,382740000,382740000,382740000,382740000,382740000,382740000,382740000,382740000,382740000
385530107,385530107,385530107,385530107,385530107,385530107,385530107,385530107,385530107,385530107,385530107,385530107,385530107,385530107,385530107,385530105
385530108,385530108,385530108,385530108,385530108,385530108,385530108,385530108,385530108,385530108,385530108,385530108,385530108,385530108,385530108,385530105
385600000,385600000,385600000,385600000,382930000,382930000,382930000,382930000,382930000,382930000,382930000,382930000,382930000,382930000,382930000,382930000
390160000,390160000,390160000,390160000,390160000,391480000,391480000,391480000,391480000,391480000,391480000,391480000,391480000,391480000,391480000,391480000
390170000,390170000,390170000,390170000,390170000,390170000,390170000,394820000,394820000,394820000,394820000,394820000,394820000,394820000,394820000,394820000
390180000,390180000,390180000,390180000,390180000,390180000,395660000,395660000,395660000,395660000,395660000,395660000,395660000,395660000,395660000,395660000
390210000,390210000,390210000,390210000,390210000,390210000,390210000,392150000,392150000,392150000,392150000,392150000,392150000,392150000,392150000,392150000
390210000,390210000,390210000,390210000,390210000,390210000,390210000,394880000,394880000,394880000,394880000,394880000,394880000,394880000,394880000,394880000
390210000,390210000,390210000,390210000,390210000,390210000,390210000,395440000,395440000,395440000,395440000,395440000,395440000,395440000,395440000,395440000
390430000,390430000,390430000,390430000,393950000,393950000,393950000,393950000,393950000,393950000,393950000,393950000,393950000,393950000,393950000,393950000
390780000,390780000,390780000,390780000,391980103,391980103,391980103,391980103,391980103,391980103,391980103,391980103,391980103,391980103,391980103,391980103
391300000,391300000,391300000,391300000,391300000,391300000,391300000,394420000,394420000,394420000,394420000,394420000,394420000,394420000,394420000,394420000
391300000,391300000,391300000,391300000,394170000,394170000,394170000,394170000,394170000,394170000,394170000,394170000,394170000,394170000,394170000,394170000
391300000,391300000,391300000,391300000,395620000,395620000,395620000,395620000,395620000,395620000,395620000,395620000,395620000,395620000,395620000,395620000
391370000,391370000,391370000,391370000,390890000,390890000,390890000,390890000,390890000,390890000,390890000,390890000,390890000,390890000,390890000,390890000
391370000,391370000,391370000,391370000,392870000,392870000,392870000,392870000,392870000,392870000,392870000,392870000,392870000,392870000,392870000,392870000
391370000,391370000,391370000,391370000,394830000,394830000,394830000,394830000,394830000,394830000,394830000,394830000,394830000,394830000,394830000,394830000
391770000,391770000,391770000,391770000,391770000,391770000,391770000,392600000,392600000,392600000,392600000,392600000,392600000,392600000,392600000,392600000
391770000,391770000,391770000,391770000,391770000,391770000,391770000,393320000,393320000,393320000,393320000,393320000,393320000,393320000,393320000,393320000
391900000,391900000,391900000,391900000,394140000,394140000,394140000,394140000,394140000,394140000,394140000,394140000,394140000,394140000,394140000,394140000
391980115,391980115,391980115,391980115,391980103,391980103,391980103,391980103,391980103,391980103,391980103,391980103,391980103,391980103,391980103,391980103
391990000,391990000,391990000,391990000,390750000,390750000,390750000,390750000,390750000,390750000,390750000,390750000,390750000,390750000,390750000,390750000
392090000,392090000,392090000,392090000,392090000,390360000,390360000,390360000,390360000,390360000,390360000,390360000,390360000,390360000,390360000,390360000
392090000,392090000,392090000,392090000,392090000,392090000,392090000,392260000,392260000,392260000,392260000,392260000,392260000,392260000,392260000,392260000
392090000,392090000,392090000,392090000,392090000,392090000,392090000,393820000,393820000,393820000,393820000,393820000,393820000,393820000,393820000,393820000
392090000,392090000,392090000,392090000,392090000,392090000,392090000,395090000,395090000,395090000,395090000,395090000,395090000,395090000,395090000,395090000
392580000,392580000,392580000,392580000,391150000,391150000,391150000,391150000,391150000,391150000,391150000,391150000,391150000,391150000,391150000,391150000
392730000,392730000,392730000,392730000,392730000,392730000,391950000,391950000,391950000,391950000,391950000,391950000,391950000,391950000,391950000,391950000
392730000,392730000,392730000,392730000,392730000,392730000,393470000,393470000,393470000,393470000,393470000,393470000,393470000,393470000,393470000,393470000
392860000,392860000,392860000,392860000,392860000,392860000,392860000,394380000,394380000,394380000,394380000,394380000,394380000,394380000,394380000,394380000
392860000,392860000,392860000,392860000,394400000,394400000,394400000,394400000,394400000,394400000,394400000,394400000,394400000,394400000,394400000,394400000
392900000,392900000,392900000,392900000,392900000,392900000,391230000,391230000,391230000,391230000,391230000,391230000,391230000,391230000,391230000,391230000
392900000,392900000,392900000,392900000,392900000,392900000,392240000,392240000,392240000,392240000,392240000,392240000,392240000,392240000,392240000,392240000
392900000,392900000,392900000,392900000,392900000,392900000,395060000,395060000,395060000,395060000,395060000,395060000,395060000,395060000,395060000,395060000
393290000,393290000,393290000,393290000,393290000,393290000,393290000,392130000,392130000,392130000,392130000,392130000,392130000,392130000,392130000,392130000
393290000,393290000,393290000,393290000,393290000,393290000,393290000,393400000,393400000,393400000,393400000,393400000,393400000,393400000,393400000,393400000
393310000,393310000,393310000,393310000,393310000,393310000,393310000,391610000,391610000,391610000,391610000,391610000,391610000,391610000,391610000,391610000
393390000,393390000,393390000,393390000,391130000,391130000,391130000,391130000,391130000,391130000,391130000,391130000,391130000,391130000,391130000,391130000
393670000,393670000,393670000,393670000,393670000,393670000,393670000,393670000,393670000,393670000,393670000,393670000,393670000,393670000,393670000,395240000
393680201,393680201,393680201,393680201,393680201,393680201,393680201,392940000,392940000,392940000,392940000,392940000,392940000,392940000,392940000,392940000
393680201,393680201,393680201,393680201,393680201,393680201,393680201,393710000,393710000,393710000,393710000,393710000,393710000,393710000,393710000,393710000
393780000,393780000,393780000,393780000,393780000,393780000,390230000,390230000,390230000,390230000,390230000,390230000,390230000,390230000,390230000,390230000
393780000,393780000,393780000,393780000,393780000,393780000,391350000,391350000,391350000,391350000,391350000,391350000,391350000,391350000,391350000,391350000
393780000,393780000,393780000,393780000,394840000,394840000,394840000,394840000,394840000,394840000,394840000,394840000,394840000,394840000,394840000,394840000
394850000,394850000,394850000,394850000,394850000,394850000,390690000,390690000,390690000,390690000,390690000,390690000,390690000,390690000,390690000,390690000
394850000,394850000,394850000,394850000,394850000,394850000,393030000,393030000,393030000,393030000,393030000,393030000,393030000,393030000,393030000,393030000
394850000,394850000,394850000,394850000,394850000,394850000,395640000,395640000,395640000,395640000,395640000,395640000,395640000,395640000,395640000,395640000
394910000,394910000,394910000,394910000,394910000,394910000,391860000,391860000,391860000,391860000,391860000,391860000,391860000,391860000,391860000,391860000
395100000,395100000,395100000,395100000,395100000,395100000,393410000,393410000,393410000,393410000,393410000,393410000,393410000,393410000,393410000,393410000
395300000,395300000,395300000,395300000,395300000,395300000,391580000,391580000,391580000,391580000,391580000,391580000,391580000,391580000,391580000,391580000
395370000,395370000,395370000,395370000,395370000,395370000,393090000,393090000,393090000,393090000,393090000,393090000,393090000,393090000,393090000,393090000
395760000,395760000,395760000,395760000,395760000,395760000,390640000,390640000,390640000,390640000,390640000,390640000,390640000,390640000,390640000,390640000
395760000,395760000,395760000,395760000,395760000,395760000,392640000,392640000,392640000,392640000,392640000,392640000,392640000,392640000,392640000,392640000
395760000,395760000,395760000,395760000,395760000,395760000,395490000,395490000,395490000,395490000,395490000,395490000,395490000,395490000,395490000,395490000
395770000,395770000,395770000,395770000,395770000,395770000,392430000,392430000,392430000,392430000,392430000,392430000,392430000,392430000,392430000,392430000
395830000,395830000,395830000,395830000,395830000,395420000,395420000,395420000,395420000,395420000,395420000,395420000,395420000,395420000,395420000,395420000
401970000,401970000,401970000,401970000,400090000,400090000,400090000,400090000,400090000,400090000,400090000,400090000,400090000,400090000,400090000,400090000
401970000,401970000,401970000,401970000,401070000,401070000,401070000,401070000,401070000,401070000,401070000,401070000,401070000,401070000,401070000,401070000
401970000,401970000,401970000,401970000,403020000,403020000,403020000,403020000,403020000,403020000,403020000,403020000,403020000,403020000,403020000,403020000
402430000,402430000,402430000,402430000,402430000,402430000,400480000,400480000,400480000,400480000,400480000,400480000,400480000,400480000,400480000,400480000
410550000,410550000,410550000,410550000,410550000,410550000,410640000,410640000,410640000,410640000,410640000,410640000,410640000,410640000,410640000,410640000
410550000,410550000,410550000,410550000,410550000,410550000,412400000,412400000,412400000,412400000,412400000,412400000,412400000,412400000,412400000,412400000
410590000,410590000,410590000,410590000,410820000,410820000,410820000,410820000,410820000,410820000,410820000,410820000,410820000,410820000,410820000,410820000
410590000,410590000,410590000,410590000,410920000,410920000,410920000,410920000,410920000,410920000,410920000,410920000,410920000,410920000,410920000,410920000
410590000,410590000,410590000,410590000,411700000,411700000,411700000,411700000,411700000,411700000,411700000,411700000,411700000,411700000,411700000,411700000
410590000,410590000,410590000,410590000,412570000,412570000,412570000,412570000,412570000,412570000,412570000,412570000,412570000,412570000,412570000,412570000
410700000,410700000,410700000,410700000,412630000,412630000,412630000,412630000,412630000,412630000,412630000,412630000,412630000,412630000,412630000,412630000
411420000,411420000,411420000,411420000,411420000,411420000,410330000,410330000,410330000,410330000,410330000,410330000,410330000,410330000,410330000,410330000
411420000,411420000,411420000,411420000,411420000,411420000,411420000,411690000,411690000,411690000,411690000,411690000,411690000,411690000,411690000,411690000
411510000,411510000,411510000,411510000,411510000,411510000,411510000,410230000,410230000,410230000,410230000,410230000,410230000,410230000,410230000,410230000
411670000,411670000,411670000,411670000,411670000,411670000,412720000,412720000,412720000,412720000,412720000,412720000,412720000,412720000,412720000,412720000
411710000,411710000,411710000,411710000,411710000,411710000,410110000,410110000,410110000,410110000,410110000,410110000,410110000,410110000,410110000,410110000
411710000,411710000,411710000,411710000,411710000,411710000,410150000,410150000,410150000,410150000,410150000,410150000,410150000,410150000,410150000,410150000
411710000,411710000,411710000,411710000,411710000,411710000,412100000,412100000,412100000,412100000,412100000,412100000,412100000,412100000,412100000,412100000
411730000,411730000,411730000,411730000,411730000,411730000,411730000,410560000,410560000,410560000,410560000,410560000,410560000,410560000,410560000,410560000
411730000,411730000,411730000,411730000,411730000,411730000,411730000,411330000,411330000,411330000,411330000,411330000,411330000,411330000,411330000,411330000
411730000,411730000,411730000,411730000,411730000,411730000,411730000,411830000,411830000,411830000,411830000,411830000,411830000,411830000,411830000,411830000
411730000,411730000,411730000,411730000,411730000,411730000,411730000,412440000,412440000,412440000,412440000,412440000,412440000,412440000,412440000,412440000
411730000,411730000,411730000,411730000,411730000,411730000,411730000,412640000,412640000,412640000,412640000,412640000,412640000,412640000,412640000,412640000
411730000,411730000,411730000,411730000,411730000,411730000,411730000,412700000,412700000,412700000,412700000,412700000,412700000,412700000,412700000,412700000
412480000,412480000,412480000,412480000,412480000,410050000,410050000,410050000,410050000,410050000,410050000,410050000,410050000,410050000,410050000,410050000
412480000,412480000,412480000,412480000,412480000,411650000,411650000,411650000,411650000,411650000,411650000,411650000,411650000,411650000,411650000,411650000
412480000,412480000,412480000,412480000,412480000,411970000,411970000,411970000,411970000,411970000,411970000,411970000,411970000,411970000,411970000,411970000
412480000,412480000,412480000,412480000,412480000,412020000,412020000,412020000,412020000,412020000,412020000,412020000,412020000,412020000,412020000,412020000
412690109,412690109,412690109,412690109,412690109,412690109,412690109,412690109,412690109,412690109,412690109,412690109,412690109,412690101,412690101,412690101
420050105,420050105,420050105,420050105,420050105,420050102,420050102,420050102,420050102,420050102,420050102,420050102,420050102,420050102,420050102,420050102
420050105,420050105,420050105,420050105,420050105,420050103,420050103,420050103,420050103,420050103,420050103,420050103,420050103,420050103,420050103,420050103
420050106,420050106,420050106,420050106,420050106,420050103,420050103,420050103,420050103,420050103,420050103,420050103,420050103,420050103,420050103,420050103
420390000,420390000,420390000,420390000,420390000,420390000,420390000,421140000,421140000,421140000,421140000,421140000,421140000,421140000,421140000,421140000
422450000,422450000,422450000,422450000,422910000,422910000,422910000,422910000,422910000,422910000,422910000,422910000,422910000,422910000,422910000,422910000
422680000,422680000,422680000,422680000,420040000,420040000,420040000,420040000,420040000,420040000,420040000,420040000,420040000,420040000,420040000,420040000
422680000,422680000,422680000,422680000,420820000,420820000,420820000,420820000,420820000,420820000,420820000,420820000,420820000,420820000,420820000,420820000
430900000,430900000,430900000,430900000,430900000,430900000,430900000,432550000,432550000,432550000,432550000,432550000,432550000,432550000,432550000,432550000
432210000,432210000,432210000,432210000,432210000,432210000,431760000,431760000,431760000,431760000,431760000,431760000,431760000,431760000,431760000,431760000
432450000,432450000,432450000,432450000,432450000,432450000,432450000,430810000,430810000,430810000,430810000,430810000,430810000,430810000,430810000,430810000
440030201,440030201,440030201,440030201,441600000,441600000,441600000,441600000,441600000,441600000,441600000,441600000,441600000,441600000,441600000,441600000
440050000,440050000,440050000,440050000,440050000,440050000,440050000,440400000,440400000,440400000,440400000,440400000,440400000,440400000,440400000,440400000
440210000,440210000,440210000,440210000,440210000,440210000,440210000,440590000,440590000,440590000,440590000,440590000,440590000,440590000,440590000,440590000
440260107,440260107,440260107,440260107,440260107,440260107,440260107,440260107,440260107,440260107,440260107,440260107,440260107,440260107,440260107,440260105
440260108,440260108,440260108,440260108,440260108,440260108,440260108,440260108,440260108,440260108,440260108,440260108,440260108,440260108,440260108,440260105
440290201,440290201,440290201,440290201,440290201,440290201,440290201,440080000,440080000,440080000,440080000,440080000,440080000,440080000,440080000,440080000
440870201,440870201,440870201,440870201,440870201,440870201,440870201,441810000,441810000,441810000,441810000,441810000,441810000,441810000,441810000,441810000
441090108,441090108,441090108,441090108,441090108,441090108,441090108,441090108,441090108,441090108,441090108,441090108,441090108,441090108,441090108,441090107
441090109,441090109,441090109,441090109,441090109,441090109,441090109,441090109,441090109,441090109,441090109,441090109,441090109,441090109,441090109,441090107
441090311,441090311,441090311,441090311,441090311,441090311,441090311,441090311,441090311,441090311,441090311,441090311,441090311,441090311,441090311,441090310
441090312,441090312,441090312,441090312,441090312,441090312,441090312,441090312,441090312,441090312,441090312,441090312,441090312,441090312,441090312,441090310
441090909,441090909,441090909,441090909,441090909,441090909,441090909,441090909,441090909,441090909,441090909,441090909,441090909,441090909,441090909,441090907
441090910,441090910,441090910,441090910,441090910,441090910,441090910,441090910,441090910,441090910,441090910,441090910,441090910,441090910,441090910,441090907
441630000,441630000,441630000,441630000,441630000,441630000,441630000,440040000,440040000,440040000,440040000,440040000,440040000,440040000,440040000,440040000
441720107,441720105,441720105,441720105,441720105,441720105,441720105,441720105,441720105,441720105,441720105,441720105,441720105,441720105,441720105,441720105
441720108,441720105,441720105,441720105,441720105,441720105,441720105,441720105,441720105,441720105,441720105,441720105,441720105,441720105,441720105,441720105
441800000,441800000,441800000,441800000,441800000,440170000,440170000,440170000,440170000,440170000,440170000,440170000,440170000,440170000,440170000,440170000
441800000,441800000,441800000,441800000,441800000,440930000,440930000,440930000,440930000,440930000,440930000,440930000,440930000,440930000,440930000,440930000
441800000,441800000,441800000,441800000,441800000,441910000,441910000,441910000,441910000,441910000,441910000,441910000,441910000,441910000,441910000,441910000
441800000,441800000,441800000,441800000,441800000,442190000,442190000,442190000,442190000,442190000,442190000,442190000,442190000,442190000,442190000,442190000
441800000,441800000,441800000,441800000,441800000,491440000,491440000,491440000,491440000,491440000,491440000,491440000,491440000,491440000,491440000,491440000
441840132,441840132,441840132,441840132,441840132,441840132,441840132,441840132,441840132,441840132,441840132,441840132,441840132,441840132,441840132,441840118
441840132,441840132,441840132,441840132,441840132,441840132,441840132,441840132,441840132,441840132,441840132,441840132,441840132,441840132,441840132,441840127
441840133,441840133,441840133,441840133,441840133,441840133,441840133,441840133,441840133,441840133,441840133,441840133,441840133,441840133,441840133,441840127
441840134,441840134,441840134,441840134,441840134,441840134,441840134,441840134,441840134,441840134,441840134,441840134,441840134,441840134,441840134,441840127
441840134,441840134,441840134,441840134,441840134,441840134,441840134,441840134,441840134,441840134,441840134,441840134,441840134,441840134,441840134,441840128
442130000,442130000,442130000,442130000,442130000,442130000,442130000,440110000,440110000,440110000,440110000,440110000,440110000,440110000,440110000,440110000
442130000,442130000,442130000,442130000,442130000,442130000,442130000,440340000,440340000,440340000,440340000,440340000,440340000,440340000,440340000,440340000
442130000,442130000,442130000,442130000,442130000,442130000,442130000,441470000,441470000,441470000,441470000,441470000,441470000,441470000,441470000,441470000
450510000,450510000,450510000,450510000,450510000,450510000,452670000,452670000,452670000,452670000,452670000,452670000,452670000,452670000,452670000,452670000
451290000,451290000,451290000,451290000,451290000,451290000,451290000,452110000,452110000,452110000,452110000,452110000,452110000,452110000,452110000,452110000
451910000,451910000,451910000,451910000,451910000,451910000,451910000,450570000,450570000,450570000,450570000,450570000,450570000,450570000,450570000,450570000
451910000,451910000,451910000,451910000,451910000,451910000,451910000,451060000,451060000,451060000,451060000,451060000,451060000,451060000,451060000,451060000
451910000,451910000,451910000,451910000,451910000,451910000,451910000,451900000,451900000,451900000,451900000,451900000,451900000,451900000,451900000,451900000
451910000,451910000,451910000,451910000,451910000,451910000,451910000,451920000,451920000,451920000,451920000,451920000,451920000,451920000,451920000,451920000
451910000,451910000,451910000,451910000,451910000,451910000,451910000,452210000,452210000,452210000,452210000,452210000,452210000,452210000,452210000,452210000
451910000,451910000,451910000,451910000,451910000,451910000,451910000,452360000,452360000,452360000,452360000,452360000,452360000,452360000,452360000,452360000
452320303,452320303,452320303,452320303,452320303,452320303,452320303,452320303,452320303,452320303,452320303,452320303,452320303,452320303,452320303,452320302
452320304,452320304,452320304,452320304,452320304,452320304,452320304,452320304,452320304,452320304,452320304,452320304,452320304,452320304,452320304,452320302
453070000,453070000,453070000,452870000,452870000,452870000,452870000,452870000,452870000,452870000,452870000,452870000,452870000,452870000,452870000,452870000
460330000,460330000,460330000,460330000,460990000,460990000,460990000,460990000,460990000,460990000,460990000,460990000,460990000,460990000,460990000,460990000
460330000,460330000,460330000,460330000,462780000,462780000,462780000,462780000,462780000,462780000,462780000,462780000,462780000,462780000,462780000,462780000
460330000,460330000,460330000,460330000,463000000,463000000,463000000,463000000,463000000,463000000,463000000,463000000,463000000,463000000,463000000,463000000
460630000,460630000,460630000,460630000,460630000,460630000,462480000,462480000,462480000,462480000,462480000,462480000,462480000,462480000,462480000,462480000
460830000,460830000,460830000,460830000,462980000,462980000,462980000,462980000,462980000,462980000,462980000,462980000,462980000,462980000,462980000,462980000
461030000,461030000,461030000,461030000,461030000,461030000,461030000,462870000,462870000,462870000,462870000,462870000,462870000,462870000,462870000,462870000
461380000,461380000,461380000,461380000,461380000,461380000,461380000,460190000,460190000,460190000,460190000,460190000,460190000,460190000,460190000,460190000
461380000,461380000,461380000,461380000,461380000,461380000,461380000,461100000,461100000,461100000,461100000,461100000,461100000,461100000,461100000,461100000
461380000,461380000,461380000,461380000,461380000,461380000,461380000,462910000,462910000,462910000,462910000,462910000,462910000,462910000,462910000,462910000
461380000,461380000,461380000,461380000,461380000,461380000,461380000,463250000,463250000,463250000,463250000,463250000,463250000,463250000,463250000,463250000
461560000,461560000,461560000,461560000,461560000,461560000,460770000,460770000,460770000,460770000,460770000,460770000,460770000,460770000,460770000,460770000
461560000,461560000,461560000,461560000,461560000,461560000,463270000,463270000,463270000,463270000,463270000,463270000,463270000,463270000,463270000,463270000
462010000,462010000,462010000,462010000,462010000,462010000,462010000,460250000,460250000,460250000,460250000,460250000,460250000,460250000,460250000,460250000
462010000,462010000,462010000,462010000,462010000,462010000,462010000,461660000,461660000,461660000,461660000,461660000,461660000,461660000,461660000,461660000
462010000,462010000,462010000,462010000,462010000,462010000,462010000,462610000,462610000,462610000,462610000,462610000,462610000,462610000,462610000,462610000
462010000,462010000,462010000,462010000,462010000,462010000,462010000,463260000,463260000,463260000,463260000,463260000,463260000,463260000,463260000,463260000
462320000,462320000,462320000,462320000,460670000,460670000,460670000,460670000,460670000,460670000,460670000,460670000,460670000,460670000,460670000,460670000
462520000,462520000,462520000,462520000,462520000,462520000,462520000,462750000,462750000,462750000,462750000,462750000,462750000,462750000,462750000,462750000
462620000,462620000,462620000,462620000,462620000,461580000,461580000,461580000,461580000,461580000,461580000,461580000,461580000,461580000,461580000,461580000
462620000,462620000,462620000,462620000,462620000,462740000,462740000,462740000,462740000,462740000,462740000,462740000,462740000,462740000,462740000,462740000
462630000,462630000,462630000,462630000,460140000,460140000,460140000,460140000,460140000,460140000,460140000,460140000,460140000,460140000,460140000,460140000
462630000,462630000,462630000,462630000,462850000,462850000,462850000,462850000,462850000,462850000,462850000,462850000,462850000,462850000,462850000,462850000
462680000,462680000,462680000,462680000,462680000,462680000,463310000,463310000,463310000,463310000,463310000,463310000,463310000,463310000,463310000,463310000
463110000,463110000,463110000,463110000,463110000,463110000,463110000,460480000,460480000,460480000,460480000,460480000,460480000,460480000,460480000,460480000
463110000,463110000,463110000,463110000,463110000,463110000,463110000,460710000,460710000,460710000,460710000,460710000,460710000,460710000,460710000,460710000
463110000,463110000,463110000,463110000,463110000,463110000,463110000,461410000,461410000,461410000,461410000,461410000,461410000,461410000,461410000,461410000
463110000,463110000,463110000,463110000,463110000,463110000,463110000,461500000,461500000,461500000,461500000,461500000,461500000,461500000,461500000,461500000
471570110,471570110,471570110,471570110,471570110,471570110,471570110,471570110,471570110,471570110,471570110,471570110,471570110,471570110,471570110,471570108
471630000,471630000,471630000,471630000,471630000,471630000,471630000,471630000,471630000,471630000,471630000,471630000,471630000,471630000,471630000,471570108
472270000,472270000,472270000,472270000,472270000,472270000,472270000,472270000,472270000,472270000,472270000,472270000,472270000,472270000,472270000,470100000
480090000,480090000,480090000,480090000,480090000,480090000,480470000,480470000,480470000,480470000,480470000,480470000,480470000,480470000,480470000,480470000
480090000,480090000,480090000,480090000,480090000,480090000,480600000,480600000,480600000,480600000,480600000,480600000,480600000,480600000,480600000,480600000
480090000,480090000,480090000,480090000,480090000,480090000,480760000,480760000,480760000,480760000,480760000,480760000,480760000,480760000,480760000,480760000
480090000,480090000,480090000,480090000,480090000,480090000,481420000,481420000,481420000,481420000,481420000,481420000,481420000,481420000,481420000,481420000
480090000,480090000,480090000,480090000,480090000,480090000,481830000,481830000,481830000,481830000,481830000,481830000,481830000,481830000,481830000,481830000
480170000,480170000,480170000,480170000,480170000,480170000,480170000,480330000,480330000,480330000,480330000,480330000,480330000,480330000,480330000,480330000
480270000,480270000,480270000,480270000,480270000,480270000,480140000,480140000,480140000,480140000,480140000,480140000,480140000,480140000,480140000,480140000
480270000,480270000,480270000,480270000,480270000,480270000,480230000,480230000,480230000,480230000,480230000,480230000,480230000,480230000,480230000,480230000
480270000,480270000,480270000,480270000,480270000,480270000,480400000,480400000,480400000,480400000,480400000,480400000,480400000,480400000,480400000,480400000
480270000,480270000,480270000,480270000,480270000,480270000,480930000,480930000,480930000,480930000,480930000,480930000,480930000,480930000,480930000,480930000
480270000,480270000,480270000,480270000,480270000,480270000,481640000,481640000,481640000,481640000,481640000,481640000,481640000,481640000,481640000,481640000
480380000,480380000,480380000,480380000,481840000,481840000,481840000,481840000,481840000,481840000,481840000,481840000,481840000,481840000,481840000,481840000
480500000,480500000,480500000,480500000,480500000,480500000,480500000,480220000,480220000,480220000,480220000,480220000,480220000,480220000,480220000,480220000
480610000,480610000,480610000,480610000,480610000,480610000,480610000,481860000,481860000,481860000,481860000,481860000,481860000,481860000,481860000,481860000
480870000,480870000,480870000,480870000,480870000,480870000,481200000,481200000,481200000,481200000,481200000,481200000,481200000,481200000,481200000,481200000
480940000,480940000,480940000,480940000,480940000,480940000,481250000,481250000,481250000,481250000,481250000,481250000,481250000,481250000,481250000,481250000
480940000,480940000,480940000,480940000,480940000,480940000,481540000,481540000,481540000,481540000,481540000,481540000,481540000,481540000,481540000,481540000
480940000,480940000,480940000,480940000,480940000,480940000,481800000,481800000,481800000,481800000,481800000,481800000,481800000,481800000,481800000,481800000
